company,source,title,desc,date,link,detailed_content,investing_in_solarparks
Enviria,IWR,Blackrock investiert in deutsches Solar-Startup - Gewerbliche Immobilien im Fokus,Frankfurt – In Deutschland sind Schätzungen zufolge erst 10 Prozent der geeigneten Firmendächer mit einer Solaranlage ausgestattet.,4 Mar 2024,https://www.iwr.de/news/blackrock-investiert-in-deutsches-solar-startup-gewerbliche-immobilien-im-fokus-news38592,"

© Fotolia/Adobe © Fotolia/Adobe

Frankfurt – In Deutschland sind Schätzungen zufolge erst 10 Prozent der geeigneten Firmendächer mit einer Solaranlage ausgestattet. Das 2017 gegründete Solar-Startup Enviria bietet dezentrale Solarlösungen speziell für Unternehmen. Jetzt hat Enviria eine Millionen-Beteiligung mit Blackrock vereinbart.

Der weltweit größte Vermögensverwalter der Welt, Blackrock, investiert über 200 Mio. US-Dollar über den Fonds Global Renewable Power IV (GRP IV) in das deutsche Startup Enviria mit Sitz in Frankfurt. Nach der Investition in Recurrent Energy handelt es sich bei Enviria um die zweite Investition des GRP IV, die vierte Auflage des Flaggschiffs des Klima-Infrastruktur-Franchise. Die Finanzmittel stehen für das weitere Unternehmenswachstum zur Verfügung.

Enviria: Gewerbliche Immobilien für die Nutzung der Solarenergie

Mit der Investition setzen Enviria und Blackrock auf einen der größten Wachstumsbereiche der Energiewende: die dezentrale Energieversorgung durch Photovoltaik-Aufdachanlagen sowie damit verbundene Leistungen. Bisher ist nur ein kleiner Teil der Firmendächer mit Solaranlagen versehen. So bleibt laut Enviria das Potenzial von mehreren hundert Gigawatt grüner Energien ungenutzt. Da Dächer von Gewerbeimmobilien im Durchschnitt deutlich größer sind als von Wohngebäuden, können dort Kapazitäten für erneuerbare Energien besonders schnell ausgebaut werden.

Fortsetzung des Wachstums: 500 C&I-Solarprojekte bereits aufgebaut

Mit der Unterstützung seiner Series-A-Investoren Galileo Green Energy, Redalpine, Alter Equity und BNP Paribas Développement hat das Unternehmen bereits ein Portfolio von 500 C&I-Solarprojekten (Commercial and Industrial) in ganz Deutschland aufgebaut. Die Entwicklungspipeline umfasst ca. 2.000 C&I-Projekte mit einer Gesamtleistung von mehr als 2,3 GW. Alleine bis 2029 sollen Anlagen mit einer Leistung von etwa 1,7 GW realisiert werden und zu einer erfolgreichen Energiewende beitragen, so das Wachstumsziel.

Erfolgsbasis: Enviria deckt die gesamte solare Wertschöpfung ab – alles aus einer Hand

Der Erfolg von Enviria in der Entwicklung von Solaranlagen für Industrie und Gewerbe unterstreicht die Effizienz des innovativen End-to-End-Geschäftsmodells, ist das Unternehmen überzeugt. Von der Entwicklung und Installation sowie der Wartung bis hin zum Betrieb der Anlagen wird die gesamte Wertschöpfung abgedeckt.

Melchior Schulze Brock, Gründer und Geschäftsführer von Enviria: ""Wir freuen uns, mit Blackrock einen so starken Partner gefunden zu haben, der unsere Vision unterstützt, Unternehmen einen einfachen Zugang zu Solarenergie zu ermöglichen. Blackrock bringt genau die Ressourcen mit, die wir brauchen, um unser Wachstum fortzusetzen – sowohl finanziell, als auch im Hinblick auf Expertise“.

Der Abschluss der Transaktion steht unter dem Vorbehalt behördlicher Genehmigungen und bestimmter Bedingungen gemäß den Transaktionsvereinbarungen.

Quelle: IWR Online



© IWR, 2024",False
Enviria,OTS.at,"ENVIRIA, Deutschlands führendes Solarunternehmen für Gewerbe und Industrie sichert sich eine Investition von ...","ENVIRIA, ein deutschlandweit führender Anbieter von dezentralen Energielösungen für Gewerbe und Industrie (C&I), hat mit BlackRock eine...",29 Feb 2024,https://www.ots.at/presseaussendung/OTS_20240229_OTS0062/enviria-deutschlands-fuehrendes-solarunternehmen-fuer-gewerbe-und-industrie-sichert-sich-eine-investition-von-blackrock-in-hoehe-von-ueber-200-millionen-usd,"ENVIRIA, Deutschlands führendes Solarunternehmen für Gewerbe und Industrie sichert sich eine Investition von BlackRock in Höhe von über 200 Millionen USD

Frankfurt am Main (ots) - ENVIRIA, ein deutschlandweit führender Anbieter von dezentralen Energielösungen für Gewerbe und Industrie (C&I), hat mit BlackRock eine Kapitalbeteiligung in Höhe von über 200 Millionen US-Dollar über den Fonds Global Renewable Power IV (GRP IV) vereinbart. Das Kapital soll genutzt werden, um das Wachstum des Unternehmens fortzusetzen, das bereits 500 C&I- Solarprojekte umgesetzt hat.

Mit der Investition setzen ENVIRIA und BlackRock auf einen der größten Wachstumsbereiche der Energiewende: die dezentrale Energieversorgung durch Photovoltaik-Aufdachanlagen sowie damit verbundene Leistungen. Schätzungen zufolge verbrauchen Unternehmen rund 70 Prozent des Stroms in Deutschland,1 während nur etwa 10 Prozent der geeigneten Firmendächer mit einer Solaranlage ausgestattet sind.2 So bleibt das Potenzial von mehreren hundert Gigawatt grüner Energien ungenutzt. Da Dächer von Gewerbeimmobilien im Durchschnitt deutlich größer sind als von Wohngebäuden, können dort Kapazitäten für erneuerbare Energien besonders schnell ausgebaut werden.

ENVIRIA fordert traditionelle ""graue"" Kraftwerke heraus und reduziert somit schrittweise die Abhängigkeit von fossilen Energieträgern, indem es Strom direkt aus seinen leistungsstarken Solarsystemen ins Netz einspeist. Mit der Unterstützung seiner Series-A-Investoren Galileo Green Energy, Redalpine, Alter Equity und BNP Paribas Développement hat das Unternehmen ein Portfolio von 500 C&I-Solarprojekten in ganz Deutschland aufgebaut. Die Entwicklungspipeline umfasst ca. 2.000 C&I-Projekte mit einer Gesamtleistung von mehr als 2,3 Gigawatt. Alleine bis 2029 sollen Anlagen mit einer Leistung von etwa 1,7 Gigawatt realisiert werden und zu einer erfolgreichen Energiewende beitragen.

ENVIRIAs Erfolg in der Entwicklung von Solaranlagen für Industrie und Gewerbe unterstreicht die Effizienz des innovativen End-to-End-Geschäftsmodells. Das Unternehmen deckt die gesamte solare Wertschöpfungskette ab - von der Entwicklung zur Installation über die Wartung bis hin zum Betrieb der Anlagen. Durch die maßgeschneiderten Lösungen können viele der größten Herausforderungen der Branche erfolgreich und zuverlässig adressiert werden. ENVIRIA zeigt das Wachstumspotenzial attraktiver Infrastrukturlösungen in einem wirtschaftlichen Umfeld auf, in dem die Nachfrage nach erneuerbaren Energien weiter steigt.

Melchior Schulze Brock, Gründer und Geschäftsführer von ENVIRIA: ""Wir freuen uns, mit BlackRock einen so starken Partner gefunden zu haben, der unsere Vision unterstützt, Unternehmen einen einfachen Zugang zu Solarenergie zu ermöglichen. BlackRock bringt genau die Ressourcen mit, die wir brauchen, um unser Wachstum fortzusetzen - sowohl finanziell, als auch im Hinblick auf Expertise. BlackRock versteht die Komplexität und die kapitalintensive Natur unseres Geschäfts und kann so einen entscheidenden Beitrag leisten, das Potenzial von erneuerbaren Energien für Gewerbe und Industrie zu realisieren. BlackRock arbeitet weltweit mit Unternehmen aus unserer Branche, insbesondere in Asien und Amerika, zusammen und hat eindrucksvoll gezeigt, wie Erfolg aussehen kann.""

Das Klima-Infrastrukturteam von BlackRock ist einer der Vorreiter der Branche und investiert bereits seit Ende der 1990er Jahre in erneuerbare Energien - mit Investitionen in mehr als 15 Unternehmen und der ersten Investition in Photovoltaik im Jahr 2013. Heute verwaltet das Team ein Kundenvermögen von 11 Milliarden US-Dollar. GRP IV ist die vierte Auflage des Flaggschiffs des Klima-Infrastruktur-Franchise. Zu den Limited Partnern (LPs) gehören Investoren aus Deutschland, die umfassend Kapital investiert haben. Bei dem Deal handelt es sich um die zweite Investition des GRP IV, nachdem der Fonds im Januar in Recurrent Energy investiert hat.

Keith Mangan, Head of EMEA für Klima-Infrastruktur bei BlackRock: ""Unser Investment in ENVIRIA zeigt, dass wir im Bereich der Infrastrukturinvestitionen, die auf die Energiewende ausgerichtet sind, einen Schritt voraus sind. Die Energiewende als Anlagebereich erweist sich weiterhin als wachstumsstark und skalierbar. ENVIRIAs lukratives Wertversprechen als Komplettanbieter von PV-Anlagen ist ein hervorragendes Beispiel für den Einsatz skalierbarer Innovationen in diesem Sektor und damit eine attraktive Anlageexposition für unsere Kunden.""

Dirk Schmitz, Country Head von BlackRock in Deutschland, Österreich und Osteuropa: ""Der Übergang zu einer kohlenstoffarmen Wirtschaft in Deutschland erfordert erhebliche Investitionen in die Infrastruktur für erneuerbare Energien. Wir freuen uns, dass wir unseren Kunden Zugang zu diesen Investitionen in einem vielversprechenden makroökonomischen Umfeld für Klima-Infrastruktur in Deutschland bieten können. Viele deutsche Investoren sind über unsere Klima-Infrastruktur-Plattform investiert. Daher freue ich mich, dass wir das Geld unserer Kunden über ENVIRIA vor Ort einsetzen.""

J.P. Morgan SE agierte bei dieser Transaktion als exklusiver Berater für ENVIRIA. White & Case verantwortete die Rechtsberatung von ENVIRIA.

Der Abschluss der Transaktion steht unter dem Vorbehalt behördlicher Genehmigungen und bestimmter Bedingungen gemäß den Transaktionsvereinbarungen.

Über ENVIRIA

ENVIRIA ermöglicht Unternehmen einen radikal einfachen Umstieg auf Solarstrom. Das Startup übernimmt sowohl die Finanzierung, Planung, Installation und den Betrieb von Solaranlagen als auch die Integration von Ladestationen und Energiespeichern. Unternehmen können die Anlagen kaufen oder mieten. Außerdem pachtet ENVIRIA Dächer, betreibt darauf Solaranlagen und verkauft grünen Strom. Rund 200 Mitarbeitende haben seit der Gründung im Jahr 2017 bereits mehr als 500 gewerbliche Projekte umgesetzt.

Über BlackRock Private Markets

Die Private Markets-Plattform von BlackRock bedient Anleger, die eine überdurchschnittliche Zielrendite in den Bereichen Infrastruktur, Private Debt, Private Equity, Immobilien und Multi-Alternative Lösungen anstreben. Wir sind bestrebt, unseren Anlegern die besten Möglichkeiten zu bieten, indem wir uns auf unsere globale Präsenz, unsere exzellenten Ausführungskapazitäten, unsere eigene Technologie und unsere Position als bevorzugter Partner stützen. Zum 31. Dezember 2023 verwaltete BlackRock 327 Milliarden US- Dollar an liquiden und illiquiden alternativen Anlagen und Kapitalzusagen im Auftrag von Kunden weltweit.

Rückfragen & Kontakt:

ENVIRIA:

Alexandra Siokou

alexandra.siokou @ enviria.energy

+49 (0) 1742438595



BlackRock:

Nadia El Jazouli (Germany)

Nadia.ElJazouli @ blackrock.com

+49 (69) 505002527



Curtis Chou (UK)

Curtis.Chou @ blackrock.com

+1 (646) 2311031",False
Enviria,Silicon Canals,"Das deutsche Unternehmen ENVIRIA sichert sich über 185 Millionen Euro von BlackRock, um Unternehmen beim Zugang zu erneuerbaren Energien zu unterstützen ecosystem","ENVIRIA mit Sitz in Frankfurt, ein Anbieter dezentraler Energielösungen für Gewerbe und Industrie (C&I), hat sich eine Kapitalbeteiligung in...",29 Feb 2024,https://siliconcanals.com/de/enviria-secures-over-185m/,"ENVIRIA mit Sitz in Frankfurt, ein Anbieter dezentraler Energielösungen für Gewerbe und Industrie (C&I), gab am Donnerstag bekannt, dass es sich eine Kapitalbeteiligung von über 200 Millionen US-Dollar (ca. 185 Millionen Euro) gesichert hat.

Das Kapital kommt von BlackRock über seinen Fonds Global Renewable Power IV (GRP IV).

Die jüngste Finanzspritze wird im Rahmen des Wachstumsplans des Unternehmens den Ausbau der bereits bestehenden 500 C&I-Solarprojekte in ganz Deutschland unterstützen.

ENVIRIA: Solar radikal einfach machen

2017 von Melchior Schulze Brock gegründet, ENVIRIA bietet Unternehmen einfachen Zugang zu skalierbaren Energy-as-a-Service-Lösungen und erneuerbaren Energien ecosystem.

Das startup übernimmt die Finanzierung, Planung, Installation und den Betrieb von Solaranlagen sowie die Integration von Ladestationen und Energiespeichern.

Darüber hinaus vermietet ENVIRIA Firmendächer, betreibt darauf Solaranlagen und vermarktet Ökostrom.

- A message from our partner -



Die maßgeschneiderten Lösungen des deutschen Unternehmens stellen die traditionellen „grauen“ Kraftwerke in Frage und zielen darauf ab, die Abhängigkeit von fossilen Brennstoffen schrittweise zu verringern.

Schätzungen zufolge verbrauchen deutsche Unternehmen etwa 70 Prozent des gesamten nationalen Stromverbrauchs, während nur etwa 10 Prozent der geeigneten Firmendächer mit einer Solaranlage ausgestattet sind.

Damit bleibe ein Potenzial von mehreren hundert GW an erneuerbarer Energiekapazität ungenutzt, so das Unternehmen.

Bisher hat das Unternehmen ein Portfolio von 500 C&I-Solarprojekten in ganz Deutschland aufgebaut.

ENVIRIA gibt an, 2,000 C&I-Projekte mit einer Gesamtleistung von mehr als 2.3 GW in der Pipeline zu haben. Bis 1.7 sollen 2029 GW realisiert werden, um so eine erfolgreiche Energiewende zu ermöglichen.

Melchior Schulze Brock, Gründer und CEO von ENVIRIA, sagt: „BlackRock bringt genau die Ressourcen mit, die wir brauchen, um unser Wachstum fortzusetzen – sowohl finanziell als auch in Bezug auf Wissen.“ BlackRock ist sich der komplexen und kapitalintensiven Natur unseres Geschäfts bewusst und kann uns dabei unterstützen, das volle Potenzial des C&I-Sektors in ganz Deutschland auszuschöpfen. Die Erfahrung von BlackRock in der Zusammenarbeit mit Unternehmen unserer Branche weltweit, insbesondere in Asien und Amerika, hat eindrucksvoll gezeigt, wie eine erfolgreiche Zusammenarbeit aussehen kann.“

Der Investor

Die Private-Markets-Plattform von BlackRock konzentriert sich auf Anleger, die Leistung in den Bereichen Infrastruktur, Private Debt, Private Equity, Immobilien und Multi-Alternative-Lösungen suchen.

Zum 31. Dezember 2023 verwaltet BlackRock im Namen von Kunden weltweit liquide und illiquide alternative Anlagen und Engagements im Wert von 327 Milliarden US-Dollar.

Keith Mangan, Leiter EMEA für Klimainfrastruktur bei BlackRock, sagt: „Unsere Investition in ENVIRIA unterstreicht unsere starke Erfolgsbilanz, bei der Investition in Infrastrukturanlagen, die auf die Energiewende abgestimmt sind, immer einen Schritt voraus zu sein – ein Anlagethema, das sich weiterhin zeigt.“ sein Wachstum und seine Skalierbarkeit. Das einzigartige Wertversprechen von ENVIRIA als Full-Chain-PV-Anbieter ist ein herausragendes Beispiel für den Einsatz skalierbarer Innovationen in diesem Sektor und macht dies zu einem attraktiven Engagement für unsere Kunden.“

Dirk Schmitz, Country Head von BlackRock in Deutschland, Österreich und Osteuropa, sagt: „Deutschlands Übergang zu einer kohlenstoffarmen Wirtschaft erfordert erhebliche Investitionen in die Infrastruktur für erneuerbare Energien. Wir freuen uns, unseren Kunden den Zugang zu dieser Investition in einem vielversprechenden makroökonomischen Umfeld für die Klimainfrastruktur in Deutschland zu ermöglichen. Angesichts der starken deutschen Investorenpräsenz auf unserer Klima-Infrastrukturplattform freue ich mich, dass wir das Geld unserer Kunden über ENVIRIA vor Ort einsetzen können.“",True
Enviria,www.photovoltaik.eu,Galileo verkauft Anteile an Enviria an Blackrock,Galileo hatte Enviria seit November 2021 als erster Großinvestor finanziert. Nun übernimmt Blackrock die Anteile im C&I-Geschäft und baut...,5 Mar 2024,https://www.photovoltaik.eu/solarparks/galileo-verkauft-anteile-enviria-blackrock,"Galileo hatte Enviria seit November 2021 als erster Großinvestor finanziert. Nun übernimmt Blackrock die Anteile im C&I-Geschäft und baut damit seine Hausmacht bei Enviria aus. Ziel ist es, das Wachstum der kommenden Jahre zu stemmen und die Projektpipeline von Solardächern für Gewerbe und Industrie auszubauen.

Mehr Informationen zum Projektgeschäft finden Sie hier.

Galileo und Enviria führen ihr gemeinsames Joint Venture Galileo Enviria Solar fort, das Solarparks und große Batteriespeicherprojekte entwickelt. Die Pipeline in Deutschland beträgt mehr als 1,4 Gigawatt. Pro Jahr soll sie um ein Gigawatt wachsen. (HS)

Melden Sie sich für unseren Investoren-Newsletter an!

Lesen Sie auch:

Sopago baut Solarcarport auf Unternehmensparkplatz von Winterhalter

Teleson: Mehr Fachwissen für Einstieg bei Gewerbekunden

Helvetia Versicherungen setzt auf Solarstrom vom eigenen Dach",True
Enviria,EnergyWatch,Galileo Green Energy forms solar joint venture,Pan-European developer Galileo Green Energy has teamed up with German solar startup Enviria to set up a new joint venture named Galileo...,25 Nov 2022,https://energywatch.com/EnergyNews/Renewables/article14629493.ece,"Read the whole article

Get access for 14 days for free. No credit card is needed, and you will not be automatically signed up for a paid subscription after the free trial.

With your free trial you get:

Access all locked articles Receive our daily newsletters Access our app",False
Enviria,pv Europe,Enviria and Q Energy to build 500 megawatts of solar park capacity in Germany,The two companies will build more than 30 solar power plants with a total capacity of 500 megawatts in Germany. Enviria is contributing the...,13 Jul 2022,https://www.pveurope.eu/solar-parks/solar-parks-enviria-and-q-energy-build-500-megawatts-solar-park-capacity-germany,"The provider of photovoltaic systems Enviria and the recently founded full-service provider of eco-power plant solutions Q Energy have concluded a framework agreement for the joint construction of solar parks with a total capacity of 500 megawatts. The portfolio of ground-mounted plants consists of more than 30 solar power plants, each with a project size between two and 70 megawatts. These will be built at various locations in Germany and are scheduled to be connected to the grid between 2023 and 2025.

See also: 3M produces with solar power from a nearby field

The two project partners are only participating in a tender for market premiums by the Federal Network Agency with part of the plants. They will refinance the rest of the portfolio with direct electricity supply contracts (PPAs).

Planning security for Enviria

According to the two companies, this is one of the largest merchant solar project deals in the growing German photovoltaic market. This involves the construction of plants without subsidies, where the electricity is marketed directly. For Enviria, it is also the largest green power project to date, according to the company. ""This unique cooperation strengthens our activities in the field of ground-mounted solar power plants and gives us planning security for a significant part of our growing German portfolio of ground-mounted solar capacities,"" says Melchior Schulze Brock, Managing Director of the Enviria Group.

Land and capital are secured

With the 500-megawatt pipeline, Enviria shows that its business approach works. ""We have secured the necessary land and financing capital, structured and planned the projects. Now we can start implementing them. This is the core of our ecosystem approach: creating smart synergies within our network and thus creating value for all stakeholders,"" explains Brock.

Q Energy recently spun off

The cooperation was structured as a framework agreement with an associated development partnership. Originally, it was still with Green Energy Solutions, the power plant division of Hanwha Q Cells. A few days ago, however, this was spun off as a separate company under the name Q Energy. The new power plant company takes over the entire project pipeline of Q Cells in the area of ground-mounted systems. The construction of rooftop plants remains with Q Cells.

Seven gigawatts in total in the pipeline

The partnership agreement with Enviria was also transferred to Q Energy. ""With more than one gigawatt of successfully completed solar power plants and an active pipeline of over seven gigawatts, we are currently expanding our portfolio from solar and wind energy to large-scale energy storage. In the dynamic German market, our ambitions are particularly high. We are therefore pleased to work with Enviria as a co-development partner and add 500 megawatts of solar project rights to our growing pipeline in Germany,"" emphasises Sang Chull Chung, Managing Director of Q Energy. (su/mfo)",True
Enviria,Startup Insider,"Solar-Startup Enviria erhält 22,5 Mio. Euro in Serie A (Frankfurt • EPC • Renewable Energy)","Interview mit Schulze Brock, Founder und CEO von Enviria In der Mittagsfolge sprechen wir heute mit Melchior Schulze Brock, Founder und CEO...",6 Jul 2022,https://www.startup-insider.com/podcast/solar-startup-enviria-erhalt-225-mio-euro-in-serie-a-fran,"Interview mit Schulze Brock, Founder und CEO von Enviria

In der Mittagsfolge sprechen wir heute mit Melchior Schulze Brock, Founder und CEO von Enviria, über die erfolgreiche Finanzierungsrunde in einer Gesamthöhe von 22,5 Millionen Euro.

Enviria bietet Energy-as-a-Service Lösungen und innovative Solarprojekte an, die auf die individuellen Bedürfnisse von Unternehmen zugeschnitten sind. Der integrierte Ansatz ermöglicht es einem breiten Spektrum an Unternehmen ihre Energiekosten effektiv zu senken, ihre Nachhaltigkeitsagenda umzusetzen und durch Solaranlagen zur Energiewende beizutragen. Bis heute hat das Solar-Startup mehr als 100 gewerbliche Projekte mit einer installierten Leistung von über 50 MW entwickelt und damit im Jahr 2021 über 28.000 Tonnen CO2-Emissionen eingespart. Zudem können durch Drittfinanzierungsmodelle oder die intelligente Abstimmung von Flächenverfügbarkeit und Solarinvestitionen bisher ausgeschlossene Branchen von der Energiewende profitieren. Das Startup wurde von Melchior Schulze Brock im Jahr 2017 in Frankfurt gegründet und wurde 2021 als Preisträger des Hessischen Gründerpreis für “Gesellschaftliche Wirkung” ausgezeichnet.

In einer Series-A-Finanzierungsrunde hat das junge Frankfurter Unternehmen nun 22,5 Millionen Euro eingesammelt. Die Runde wurde von Redalpine und Galileo Green Energy gemeinsam angeführt. Der Schweizer Venture-Capital-Investor Redalpine unterstützt mit seinem Fonds mehr als 75 Portfoliounternehmen und hat ein verwaltetes Vermögen von über 1 Milliarde Schweizer Franken. Zu den Investitionen gehören u.a. N26, Taxfix, Carvolution, Bexio, Inkitt und Vivenu. Galileo Green Energy ist eine paneuropäische, technologieübergreifende Entwicklungs- und Investitionsplattform für erneuerbare Energien. Sie wird von den institutionellen Investoren Infratil Limited, Commonwealth Superannuation Corporation (CSC), New Zealand Superannuation Fund (NZ Super Fund) und Morrison & Co Growth Infrastructure Fund (MGIF) unterstützt. Der Investmentarm von BNP Paribas namens BNP Paribas Développement und der Impact Investor Alter Equity beteiligten sich ebenfalls an der Serie A. Mit dem frischen Kapital möchte das Solar Startup ihre Solarkonzepte ausbauen und in ihr weiteres Wachstum investieren.",False
Enviria,IPE Real Assets,BlackRock injects $200m into German solar firm Enviria,German commercial and industrial (C&I) solar company Enviria has secured a $200m (€184.6m) investment from a fund managed by BlackRock's...,29 Feb 2024,https://realassets.ipe.com/news/blackrock-injects-200m-into-german-solar-firm-enviria/10071918.article,"German commercial and industrial (C&I) solar company Enviria has secured a $200m (€184.6m) investment from a fund managed by BlackRock’s climate infrastructure business to help it expand across its home country.

BlackRock, through its Global Renewable Power IV (GRP IV) fund, is providing the additional capital to support the expansion of Enviria’s existing 500 C&I solar projects.

Enviria’s development pipeline includes around 2,000 C&I projects totalling more than 2.3GW, with a plan to realise 1.7GW by 2029.

GRP IV’s investment adds to previous investments Enviria received at its initial funding round from backers including Galileo Green Energy, Redalpine, Alter Equity, and BNP Paribas Développement. The investment is GRP IV’s second, following the fund’s $500m investment in Recurrent Energy in January.

Keith Mangan, the head of EMEA for climate infrastructure at BlackRock, said: “Our investment in Enviria adds to our strong track record of staying ahead of the curve in investing into infrastructure assets that are aligned with the energy transition, an investment theme that continues to show its growth and scalability.

“Enviria’s unique value proposition as a full-chain PV provider is a stellar example of the deployment of scalable innovation in this sector, making this an attractive exposure for our clients.”

Dirk Schmitz, country head of BlackRock in Germany, Austria, and Eastern Europe, said: “Germany’s shift to a low-carbon economy requires significant investment in renewable power infrastructure. We are pleased to provide our clients access to this investment in a promising macro-economic environment for climate infrastructure in Germany.

“With a strong German investor presence on our climate infrastructure platform, I am excited that we will be able to put our clients’ money to work through Enviria locally.”

Melchior Schulze Brock, founder and CEO of Enviria, said: “BlackRock brings exactly the resources we need to continue our growth – both financially and in terms of knowledge.

”Understanding the complex, capital intense nature of our business, BlackRock is able to support us in realising the full potential of the C&I sector across Germany. BlackRock’s experience in working with companies in our sector globally, especially in Asia and America, has impressively shown what a successful collaboration can look like.”

To read the latest IPE Real Assets magazine click here.",True
Enviria,pv magazine Deutschland,Mit 200 Millionen-Dollar-Investition übernimmt Blackrock die Anteile von Galileo an Enviria,"Wenige Tage nach Bekanntwerden der 200 Millionen-Dollar-Beteiligung, die das US-amerikanische Investment-Unternehmen Blackrock im Zuge einer...",5 Mar 2024,https://www.pv-magazine.de/2024/03/05/nach-200-millionen-euro-investition-uebernimmt-blackrock-die-anteile-von-galileo-an-enviria/,"Wenige Tage nach Bekanntwerden der 200 Millionen-Dollar-Beteiligung, die das US-amerikanische Investment-Unternehmen Blackrock im Zuge einer Kapitalerhöhung gezeichnet hat, gibt bei Enviria ein Investor der ersten Stunde seinen Abschied bekannt. Die europaweit aktive, technologieübergreifende Entwicklungs- und Investitionsplattform für erneuerbare Energien Galileo hat zugestimmt, ihre gesamten Anteile an Blackrock beziehungsweise dessen Global Renewable Power IV (GRP IV) Fonds abzugeben.

Galileo war im November 2021 erster „Series A“-Investor bei Enviria. Man sei immer davon überzeugt gewesen, dass Enviria-Gründer Melchior Schulze Brock mit seinem Team „eine entscheidende Rolle bei der Energiewende in Deutschland spielen werden“ und will auch weiter an dem Joint Venture Galileo Enviria Solar festhalten und dieses ausbauen. Das Unternehmen ist auf die Entwicklung von Freiflächen-Solarkraftwerken und Batteriespeicherprojekten in Deutschland fokussiert und verfügt den Angaben zufolge über eine Projekt-Pipeline von rund 1,4 Gigawatt in verschiedenen Entwicklungsstadien; diese soll um etwa ein Gigawatt pro Jahr wachsen.

Für seine weitere Expansion setzt Enviria nun auf Blackrock als „herausragenden globalen Finanzpartner, der auch über einschlägige Erfahrung im Energiegeschäft verfügt und erhebliche Ressourcen für die Wachstumspläne des Unternehmens bereitstellt“.

Die 2020 von Ingmar Wilhelm und vier institutionellen Investoren (Infratil Limited, Commonwealth Superannuation Corporation, New Zealand Superannuation Fund, Morrison & Co Growth Infrastructure Fund) gegründete Galileo-Plattform verfolgt die Entwicklung von Kraftwerksprojekten, den Direktverkauf von Ökostrom an Endverbraucher, professionelles Energiemanagement und innovative Finanzierungslösungen. Das Unternehmen verfügt nach eigenen Angaben über eine Projekt-Pipeline von rund zwölf Gigawatt an Solar-, Batteriespeicher-, Wind-Onshore- und Offshore-Projekten in acht europäischen Ländern.

Enviria verfolgt als Ziel „einen radikal einfachen Umstieg auf Solarstrom“ für Unternehmen und übernimmt hierbei Finanzierung, Planung, Installation und Betrieb von Photovoltaik-Anlagen ebenso wie die Integration von Ladestationen und Energiespeichern. Unternehmen können die Anlagen kaufen oder mieten. Weiterhin betreibt Enviria Anlagen auf gepachteten Dächern und verkauft den dort erzeugten Strom. Seit der Gründung 2017 hat das Unternehmen mit seinen derzeit rund 200 Mitarbeitern nach eigenen Angaben mehr als 500 gewerbliche Projekte umgesetzt.",False
Enviria,IWR,Bau von PV-Dachanlagen: Enviria sichert sich Millionen-Brückenfinanzierung für Wachstumskurs,Frankfurt am Main - Das Unternehmen Enviria ist als Komplettanbieter auf dem B2B-Sektor für erneuerbare Energien spezialisiert.,2 Feb 2023,https://www.iwr.de/ticker/bau-von-pv-dachanlagen-enviria-sichert-sich-millionen-brueckenfinanzierung-fuer-wachstumskurs-artikel5134,"

© Enviria © Enviria

Frankfurt am Main - Das Unternehmen Enviria ist als Komplettanbieter auf dem B2B-Sektor für erneuerbare Energien spezialisiert. Jetzt hat der Anbieter für große solar-basierte Energielösungen und Energy-as-a-Service-Konzepte die Unterzeichnung einer neuen revolvierenden Brückenfinanzierungsfazilität in zweistelliger Millionenhöhe bekannt gegeben.



Diese dient dem Bau von neuen PV-Dachanlagen in Deutschland mit unterschiedlichen Stromvermarktungsmodellen. Die Mittel wurden von verwalteten Fonds der Eiffel Investment Group zur Verfügung gestellt. Capcora fungierte bei dieser Transaktion als alleiniger Financial Advisor.



""Um der Nachfrage unserer Kunden nachzukommen, sind wir auf Finanzierungspartner angewiesen, die unser Wachstum fördern sowie unser Modell verstehen und fördern. Wir danken der Eiffel Investment Group für Ihre Unterstützung. Richtig eingesetzt, können wir mit den Mitteln einen substanziellen Anteil unserer immer weiter ansteigenden Projektpipeline finanzieren"", sagt Melchior Schulze Brock, Gründer und CEO bei Enviria.

Quelle: IWR Online

© IWR, 2023",True
Enviria,Ruhr Nachrichten,RN+ Neuer Solarpark für Werne geplant: Politik hat Bauchschmerzen bei Energie-Projekt,An der A1 in Werne-Stockum möchte das Unternehmen Enviria einen PV-Park errichten. Das sorgt aber nicht bei allen Entscheidungsträgern für...,18 Apr 2024,https://www.ruhrnachrichten.de/werne/solarpark-werne-freiflaechen-photovoltaik-politik-plaene-energie-projekt-w869578-2001176476/,"Ferdinand Schulze Froning (CDU) ist kein großer Freund von Solarparks auf landwirtschaftlicher Fläche. © Jörg Heckenkamp / dpa

An der A1 in Werne-Stockum möchte das Unternehmen Enviria einen PV-Park errichten. Das sorgt aber nicht bei allen Entscheidungsträgern für Euphorie. Im Gegenteil.

2 Min Lesezeit",False
